num_try,mode,val_loss,test_acc,test_error,test_abs_error,execution_time_train,execution_time_load_saved_model,execution_time_use_saved_model,batch_size,n_nodes,activations,L1_penalty,L2_penalty,learning_rate,dropout_prob,use_batch_norm,num_epoch_used,criterion_name,criterion_params
63,Mode.DLMT_DQ_F_TORQUE,2.905004514694214,1.180362105369568,-5148860062105600.0,5148860062105600.0,208.90536379814148,0.0035054444313049,0.0003162991046905,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.0,0.01,0.0,True,330,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
64,Mode.DLMT_DQ_F_TORQUE,3.5212376384735107,1.324729323387146,-48987244800.0,48987244800.0,278.9268662929535,0.0035731240749359,0.0003137247085571,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.0,0.01,0.2,True,420,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
65,Mode.DLMT_DQ_F_TORQUE,8.991618808746338,2.285888910293579,238133500.0,238133500.0,257.5145559310913,0.0034767755508422,0.0003079333782196,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.0,0.01,0.5,True,385,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
66,Mode.DLMT_DQ_F_TORQUE,2.80997034072876,1.1469498872756958,-1913104053043200.0,1913104053043200.0,190.3944728374481,0.0035370306968688,0.0003159014701843,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.1,0.01,0.0,True,298,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
67,Mode.DLMT_DQ_F_TORQUE,3.3506217308044435,1.257250189781189,506161664000.0,506161664000.0,267.7916498184204,0.0036694292545318,0.0003297341823577,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.1,0.01,0.2,True,406,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
68,Mode.DLMT_DQ_F_TORQUE,9.293027549743652,2.325698137283325,33575433600.0,33575433600.0,175.63431978225708,0.0037042695999145,0.0003288390636444,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.1,0.01,0.5,True,265,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
69,Mode.DLMT_DQ_F_TORQUE,2.934414138793945,1.187646985054016,2236035052339200.0,2236035052339200.0,150.9923174381256,0.0035924498558044,0.0003208151817321,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.0,True,237,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
70,Mode.DLMT_DQ_F_TORQUE,3.4383435344696043,1.2921861410140991,1149570150400.0,1149570150400.0,272.7212510108948,0.0035106553554534,0.0003245401859283,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.2,True,414,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
71,Mode.DLMT_DQ_F_TORQUE,9.573154151916505,2.3564045429229736,16298349363200.0,16298349363200.0,150.12035393714905,0.0035091693401336,0.0003213365554809,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.1,0.001,0.01,0.5,True,227,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
72,Mode.DLMT_DQ_F_TORQUE,2.986248746871948,1.2042136192321775,-6601207447552000.0,6601207447552000.0,214.002206325531,0.0035136517047882,0.0003231929302215,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.0,True,337,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
73,Mode.DLMT_DQ_F_TORQUE,3.61020274925232,1.3003393411636353,-1852613017600.0,1852613017600.0,201.4058690071106,0.0035650296688079,0.0003288702487945,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.2,True,306,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
74,Mode.DLMT_DQ_F_TORQUE,8.204851936340331,2.1779463291168213,5981248307200.0,5981248307200.0,200.4404833316803,0.0037414772987365,0.0003315692901611,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.0,0.01,0.5,True,302,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
75,Mode.DLMT_DQ_F_TORQUE,2.958320793151856,1.1826173067092896,-2869799210188800.0,2869799210188800.0,242.2023057937622,0.0034842722415924,0.0003179256916046,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.0,True,378,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
76,Mode.DLMT_DQ_F_TORQUE,3.6104813995361327,1.3067200183868408,-2105043558400.0,2105043558400.0,198.62939047813416,0.0037462135314941,0.0003289428710937,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.2,True,299,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
77,Mode.DLMT_DQ_F_TORQUE,8.1259916305542,2.112975597381592,189247862.5,189247862.5,331.6373324394226,0.0036587451457977,0.0003304667472839,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.5,True,501,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
78,Mode.DLMT_DQ_F_TORQUE,2.8673457355499266,1.162617802619934,2693642426777600.0,2693642426777600.0,192.91178727149963,0.00371031665802,0.0003199344635009,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.0,True,303,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
